Q1A,Q1I,Q1E,Q2A,Q2I,Q2E,Q3A,Q3I,Q3E,Q4A,Q4I,Q4E,Q5A,Q5I,Q5E,Q6A,Q6I,Q6E,Q7A,Q7I,Q7E,Q8A,Q8I,Q8E,Q9A,Q9I,Q9E,Q10A,Q10I,Q10E,Q11A,Q11I,Q11E,Q12A,Q12I,Q12E,Q13A,Q13I,Q13E,Q14A,Q14I,Q14E,Q15A,Q15I,Q15E,Q16A,Q16I,Q16E,Q17A,Q17I,Q17E,Q18A,Q18I,Q18E,Q19A,Q19I,Q19E,Q20A,Q20I,Q20E,Q21A,Q21I,Q21E,Q22A,Q22I,Q22E,Q23A,Q23I,Q23E,Q24A,Q24I,Q24E,Q25A,Q25I,Q25E,Q26A,Q26I,Q26E,Q27A,Q27I,Q27E,Q28A,Q28I,Q28E,Q29A,Q29I,Q29E,Q30A,Q30I,Q30E,Q31A,Q31I,Q31E,Q32A,Q32I,Q32E,Q33A,Q33I,Q33E,Q34A,Q34I,Q34E,Q35A,Q35I,Q35E,Q36A,Q36I,Q36E,Q37A,Q37I,Q37E,Q38A,Q38I,Q38E,Q39A,Q39I,Q39E,Q40A,Q40I,Q40E,Q41A,Q41I,Q41E,Q42A,Q42I,Q42E,country,source,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,uniquenetworklocation,hand,religion,orientation,race,voted,married,familysize,major,variance,depression_score,anxiety_score,stress_score,depression_outcome,anxiety_outcome,stress_outcome,depression_target,anxiety_target,stress_target
1,8,4284,1,2,10674,1,6,5059,1,20,8457,1,25,5790,1,22,5542,1,34,2985,1,16,3326,1,35,6920,0,31,3775,1,37,5630,1,41,697,1,21,2256,1,36,6117,1,33,3624,1,29,4302,1,4,979,1,7,4640,0,11,9733,1,1,13707,1,39,1148,1,38,2370,0,19,3270,1,10,7698,1,3,8264,1,17,3136,1,23,2306,0,9,1060,0,30,8747,1,14,8877,1,18,3361,1,5,13144,1,32,3094,1,26,4215,1,27,5907,0,15,2979,1,40,800,0,13,6607,1,12,3225,1,42,620,1,28,2294,1,24,4750,MY,0,24,224,263,7,1,7,1,7,1,7,1,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,20,1,2,1,10,3,10,2,1,3,Planning and surveying,0.14227642276422764,12,10,13,1,2,0,0,0,0
1,31,1737,1,32,1201,1,13,2208,1,25,3155,1,34,912,1,9,3169,1,27,2275,1,21,1210,1,17,3753,1,8,17436,1,39,839,1,18,839,2,5,2498,1,12,4659,1,40,828,1,41,1005,1,30,1572,1,19,1137,2,22,3721,2,10,1796,0,28,1638,1,42,1402,1,35,855,1,29,2305,1,6,8214,1,15,1371,2,14,5156,1,36,1146,1,26,2539,1,20,2189,1,11,1966,1,16,1590,1,37,992,1,33,1357,1,3,5827,1,38,917,1,23,3091,2,4,1944,1,7,330,1,24,2362,2,2,6688,1,1,13171,MY,0,68,128,131,4,4,4,6,4,7,6,5,4,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,20,1,2,1,10,5,10,2,1,5,English Education,0.1562137049941929,15,17,15,2,3,1,0,1,0
1,16,3481,0,28,3105,0,30,4332,0,2,11079,1,37,3730,2,20,3519,1,9,5199,1,7,3081,3,22,4653,1,35,6675,0,27,3141,0,23,4133,1,29,2861,1,1,11193,0,25,1965,1,4,6937,0,3,8409,1,11,3901,0,10,7599,1,31,3769,0,42,3949,1,40,3164,0,24,3854,2,34,8058,1,18,12584,2,36,672,1,12,2700,0,14,3338,3,8,6728,2,39,4637,2,21,707,1,15,5353,1,5,9556,0,6,5795,1,19,8332,0,41,3317,1,26,3605,0,33,1747,1,32,2097,0,13,3194,1,38,2349,1,17,6002,MY,0,7,216,220,3,6,2,5,6,2,4,3,6,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,1,2,25,1,2,1,10,1,10,2,1,6,Culinary arts,0.662020905923345,12,9,15,1,1,1,0,0,0
1,36,2489,1,38,2867,0,6,8085,1,2,12416,1,10,1927,1,34,2339,1,42,2988,0,31,2149,0,33,6183,1,9,2036,1,41,2931,1,22,2561,1,40,3309,1,1,17234,0,13,2936,1,8,3918,1,12,2758,1,23,2128,1,21,3343,1,25,3754,1,32,2673,1,20,1935,0,15,1815,1,18,2112,0,4,6280,1,3,4462,1,19,1704,0,35,3788,1,37,3999,1,29,5532,1,28,3038,0,17,2651,1,24,1691,1,30,1533,0,16,2975,0,39,1802,1,26,3221,1,11,1280,1,14,1746,0,5,4793,1,7,2563,1,27,3967,MY,0,3,155,251,5,5,5,6,0,5,5,6,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,22,1,1,1,10,5,10,2,1,5,safety and health,0.19802555168408842,13,7,11,1,0,0,0,0,0
1,34,4974,2,3,13907,1,38,9056,1,29,12568,1,21,8816,1,41,6914,1,10,9389,3,4,2499,3,15,11585,3,13,8268,1,26,4333,1,40,6051,3,7,7599,3,6,12802,0,25,5075,1,33,5481,3,14,8332,3,18,9060,0,37,9143,2,2,15991,3,19,6866,1,32,6050,0,31,8850,1,39,6468,3,27,10351,2,30,6916,2,16,4950,2,36,3717,2,1,38472,3,42,9049,1,9,10420,2,11,15618,1,8,7966,1,23,7629,3,35,12544,1,17,4840,1,28,7632,1,5,10568,1,22,4083,3,20,10084,2,12,6533,3,24,8362,MY,0,688,392,407,4,4,6,6,7,5,6,4,2,4,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,3,2,2,22,2,1,1,10,1,10,1,1,7,Town Planning and Regional,0.9785133565621366,25,23,25,3,4,2,1,1,0
3,40,3105,3,5,6049,3,41,2843,1,18,7388,1,11,4426,2,2,16535,2,12,7192,2,10,4089,1,35,4291,1,25,5228,3,23,2441,1,28,4858,1,3,8049,3,14,5297,1,38,2412,3,21,5839,3,39,2952,3,16,4257,1,20,7150,1,6,6650,3,37,2637,3,17,2368,1,15,3286,3,33,2734,3,36,5563,1,4,29492,3,29,1857,1,30,1817,1,1,21018,3,19,4150,1,13,3099,1,26,4106,0,42,2660,3,22,2526,1,24,9452,1,8,2228,1,27,4307,1,7,3831,3,32,2067,3,31,6576,1,34,2726,2,9,3752,MY,0,24,234,316,3,6,6,7,4,6,5,4,4,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,4,2,2,2,24,1,1,1,10,1,10,2,1,7,Finance,0.9854819976771199,27,23,29,3,4,3,1,1,1
2,24,2746,2,10,5074,0,37,3368,0,42,4127,1,8,4050,1,2,5087,3,9,3984,1,11,2529,3,4,8057,1,12,3007,1,38,2248,3,34,4119,1,15,1615,2,16,6513,1,7,6332,1,20,4749,1,14,3447,3,36,4017,1,40,4071,1,26,1966,1,29,2290,1,27,3080,0,21,1692,1,17,4639,1,22,3861,1,13,2868,1,33,3004,1,30,2772,2,31,3355,3,3,7857,1,23,2908,2,32,2325,1,39,2150,1,25,2024,2,18,7616,1,19,1532,1,35,3341,1,5,3838,1,28,2295,2,6,7063,3,41,1974,3,1,13634,MY,0,2,173,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,18,1,2,1,10,1,10,2,1,1,English,0.7386759581881537,15,22,23,2,4,2,0,1,0
1,24,5831,0,34,4825,0,23,5257,0,32,11667,0,10,6010,0,36,1904,0,1,8740,0,9,2230,0,6,4444,0,12,2376,1,38,3278,0,21,2353,0,7,2006,0,18,4901,0,20,2115,0,11,2840,0,4,2346,1,2,13423,0,41,5753,0,30,3233,0,16,2704,0,22,2040,0,35,2779,1,27,5359,0,29,6345,0,5,6808,0,39,2494,0,26,1644,0,19,3063,1,3,15445,0,37,3235,0,28,6489,0,42,1755,0,13,1969,0,40,3265,0,17,2244,0,15,2976,0,14,4231,0,8,2339,0,25,3427,0,31,3136,0,33,7948,MY,0,10,188,175,6,5,6,3,6,3,6,5,5,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,1,2,2,26,1,2,2,10,1,70,1,2,4,Social science,0.10743321718931483,1,1,3,0,0,0,0,0,0
1,19,2580,0,21,4076,0,29,2844,0,35,3994,2,7,2487,1,34,2416,0,11,6435,1,16,2052,1,15,6436,1,12,3361,2,22,2624,1,36,2880,1,26,2500,2,42,4561,1,5,3343,0,27,4289,2,3,3181,2,14,3886,0,32,8581,0,18,3132,0,39,3068,2,25,3026,0,20,2361,1,28,8895,0,30,5228,1,6,2901,2,37,2431,2,13,3587,2,10,3098,1,23,5201,1,33,3628,1,9,4479,1,24,2673,0,17,3605,2,38,3795,0,41,1825,1,2,7728,1,4,4883,1,1,5364,1,40,4513,1,31,3720,2,8,4433,MY,1,2,167,151,4,4,3,5,2,5,5,5,3,4,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2,2,2,2,21,1,1,1,10,1,70,2,1,7,Accounting ,0.5603948896631823,13,7,21,1,0,2,0,0,0
3,19,2431,2,25,5634,1,24,3485,3,9,4528,3,34,1268,3,15,1455,3,11,2971,3,13,1452,3,14,6280,3,36,1241,3,23,2777,3,31,1721,3,26,1639,3,29,3532,3,16,1318,3,17,1702,3,7,1767,3,38,2198,3,37,2673,3,39,17115,3,42,1286,3,18,1292,1,28,4206,3,35,1351,3,10,5764,3,33,1587,3,21,1985,3,12,1712,3,20,2049,3,1,21008,2,32,2869,2,3,4712,3,8,1608,3,2,8132,2,5,11685,3,6,2768,3,40,1702,3,27,1512,3,41,1314,3,30,2583,3,22,1988,2,4,5161,MY,0,9,156,171,1,6,3,6,2,6,5,5,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,22,1,1,1,10,4,70,2,1,3,Mechanical engineering,0.2700348432055751,38,39,40,4,4,4,1,1,1
2,26,4830,1,39,5230,1,38,11142,0,23,16091,1,25,2870,2,30,5158,1,32,5310,1,16,4112,1,24,5932,2,21,4482,2,11,12167,1,5,6258,1,17,6125,1,27,7726,0,14,4694,1,29,3286,2,19,3791,2,7,4240,1,6,10477,1,1,15451,1,36,3714,1,18,3066,1,9,3862,1,13,5292,1,35,7860,2,28,3159,2,41,5333,2,20,2772,2,4,4213,2,31,6984,0,2,10750,1,10,5390,2,22,4239,1,40,2575,1,34,5493,2,42,1781,2,37,7473,1,12,3719,1,33,2733,2,3,7511,2,8,3169,1,15,9521,MY,0,13,252,203,4,2,5,5,5,4,6,3,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,18,1,1,1,10,0,10,2,1,3,Account,0.3652729384436699,17,17,21,2,3,2,0,1,0
1,35,4024,2,16,4589,2,36,10065,1,17,5060,1,31,1964,2,20,2652,0,12,2731,3,32,2569,1,13,4111,2,33,2786,3,38,5137,3,5,4159,3,42,4028,3,37,4987,1,39,7159,3,21,3232,1,1,22465,3,6,2248,0,41,3025,3,7,4793,2,15,2871,1,30,1645,1,3,8972,1,11,64565,3,9,6933,1,2,14016,2,4,3026,3,10,2574,3,8,6327,1,26,3702,1,40,2359,1,27,3005,2,34,1974,1,25,4874,2,23,4283,3,18,2916,1,14,4334,2,29,2249,2,22,2468,2,24,3269,0,28,3502,3,19,3304,MY,0,4,256,640,4,4,4,1,1,2,2,1,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,24,1,1,2,10,1,10,1,2,6,Pastry & bakery,0.9384436701509872,24,21,31,3,4,3,1,1,1
1,37,5049,1,15,6106,3,10,4108,1,28,4264,1,35,4819,2,38,3116,0,18,4913,2,12,2885,1,33,10657,1,19,6199,1,11,3264,1,7,5120,2,5,4511,2,30,8707,0,41,3705,0,22,6496,3,32,5461,3,3,5136,0,21,7249,1,29,5500,1,23,4744,1,26,4500,0,24,2588,2,20,5116,0,25,7299,2,9,2862,1,16,3259,1,2,6988,2,36,4143,1,13,7583,0,4,8398,1,8,10815,1,27,1979,1,34,7373,0,1,11168,1,6,6436,2,17,4892,1,40,2911,1,31,4188,1,14,5703,0,39,3909,1,42,4108,MY,0,4,277,187,1,4,6,6,5,2,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,23,1,2,1,10,0,10,2,1,5,Medical,0.6927990708478515,20,8,19,2,1,2,0,0,0
1,30,3438,3,10,3214,2,38,4935,0,20,3831,3,37,4116,2,3,9041,0,17,3283,2,8,3678,2,34,9400,1,35,2418,2,11,5752,1,28,4269,1,16,4082,3,15,7268,0,25,3484,2,6,4388,1,2,14820,1,33,2334,0,26,4244,2,19,2777,0,27,22209,0,36,3046,0,13,5789,1,4,5039,1,39,12714,0,32,2911,1,40,4199,1,41,2066,2,23,8310,3,12,5576,1,21,3534,2,7,2664,2,42,7233,1,24,3032,1,14,5429,1,22,1600,1,1,12039,1,5,6307,1,18,2171,2,29,5314,1,9,3072,1,31,3247,MY,1,13,230,202,5,6,2,7,5,4,5,6,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,19,1,1,1,10,0,10,2,1,4,Civil engineering,0.7833914053426245,16,16,21,2,3,2,0,1,0
1,38,4322,0,32,6126,1,12,3591,0,4,1574,1,42,3893,0,34,7131,0,20,3987,0,18,3621,1,15,23202,0,5,14625,1,39,7648,0,33,5514,1,14,6967,3,41,11262,0,23,5576,1,35,3134,3,9,4744,1,25,16385,0,21,22357,0,7,6788,0,3,23813,0,11,35665,0,22,7233,1,29,4715,0,28,16626,1,40,14516,2,8,7597,0,17,4250,1,30,10826,1,6,30788,1,1,18630,1,2,19922,0,26,8250,2,37,6559,1,36,26979,0,27,3955,3,13,7995,1,24,3072,1,19,18342,3,16,6785,0,31,10625,1,10,5257,MY,0,17,486,234,5,5,5,4,6,4,5,6,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,21,1,1,1,10,1,10,2,1,5,english,0.8408826945412311,17,5,12,2,0,0,0,0,0
1,32,2134,2,6,7740,0,33,2352,0,42,1898,1,8,3085,1,34,2469,0,12,3085,0,23,1784,2,7,4900,0,4,4002,1,3,4464,0,15,2654,0,38,1503,2,19,5300,0,36,3251,1,41,2430,0,30,1900,1,24,3269,0,2,12878,0,11,2257,1,25,3034,0,28,1586,0,40,1670,2,17,3402,0,35,4629,0,13,3416,0,22,2046,0,39,1518,0,26,2002,1,16,2780,1,5,2833,1,14,2752,0,27,1665,0,37,1751,1,21,4687,1,18,2182,1,29,2367,1,1,8789,0,9,2468,0,10,3076,0,20,2089,0,31,2250,MY,0,15,138,225,6,5,6,4,6,6,6,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,20,1,1,1,10,0,10,2,1,3,Computer science ,0.45063879210220703,8,6,8,0,0,0,0,0,0
2,39,5834,2,34,2923,1,31,7273,1,11,5219,2,37,3099,2,22,3345,1,28,4583,2,38,2608,1,29,12141,2,9,4033,3,6,4129,1,41,3601,3,25,1697,1,10,9514,2,4,9079,2,3,9281,1,23,2814,1,2,12303,1,18,7600,1,7,4095,1,20,3301,2,21,3289,0,16,2976,1,35,5870,0,13,9032,2,24,1986,2,12,3958,1,36,3839,3,1,21555,2,33,4693,1,19,4058,1,32,3125,1,30,3070,2,8,4228,2,42,5893,3,26,1593,1,15,16801,0,17,3890,1,14,4697,1,5,14714,3,27,3222,2,40,3774,MY,0,17,247,447,5,4,5,7,6,5,5,4,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,18,1,2,1,10,1,10,2,1,3,English,0.6457607433217192,21,19,24,3,3,2,1,1,0
3,27,2272,0,4,6616,3,10,3509,0,9,3259,3,8,2739,1,3,10424,0,28,3062,3,42,2626,3,12,12431,3,5,3658,3,36,2379,0,16,2871,3,15,1513,3,2,9870,0,31,2810,3,24,2453,3,33,2225,3,39,1377,1,13,6718,3,20,2087,3,22,1932,3,30,2877,0,40,4745,3,14,8195,0,29,6098,3,25,2047,3,38,1234,3,23,1950,3,18,2582,3,35,6652,3,19,3163,3,11,5260,3,32,2330,3,34,1612,0,7,17604,3,37,1563,3,17,2563,3,1,15639,3,21,2468,3,26,3747,3,6,3267,0,41,5176,MY,0,4,188,366,6,1,3,7,6,6,7,5,4,3,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,19,1,2,2,12,5,10,2,0,3,Economy,1.6126596980255503,39,22,34,4,4,4,1,1,1
1,7,9783,0,19,14231,0,31,4339,1,14,12707,1,8,5117,0,32,2597,1,9,12582,0,18,11239,1,1,21439,1,37,4875,2,22,5104,2,4,11784,1,29,3196,3,6,18837,0,40,3970,3,36,19182,2,39,3229,2,26,7220,2,28,29378,2,3,6961,1,16,4256,1,2,56428,0,15,2613,2,24,5258,1,17,10452,2,33,5210,2,38,5462,0,10,7051,0,30,6217,1,41,10720,2,11,6351,0,34,9574,0,27,6140,1,25,2705,0,35,21002,2,21,2157,3,5,6924,2,20,12827,0,23,2408,0,42,9251,0,13,4288,3,12,9889,MY,1,6,416,201,5,3,3,4,7,4,5,5,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,24,2,1,1,10,1,70,1,1,5,science,1.0034843205574913,24,11,13,3,2,0,1,0,0
3,16,4050,3,5,5283,1,25,2715,3,42,2685,2,17,3293,2,11,7522,1,13,10051,1,18,2590,3,15,4266,3,38,1669,3,23,3495,1,21,3396,3,36,1245,3,40,5748,3,14,3266,2,8,10201,3,10,3409,3,30,2485,1,7,10051,3,37,3183,0,9,2491,2,6,11216,1,34,4331,2,24,5833,3,31,4784,2,3,3747,1,1,21441,1,33,5728,3,35,3792,1,12,7590,1,22,5977,3,41,4247,2,27,7800,1,20,2381,2,2,13207,1,29,2418,1,4,5883,1,32,8460,2,39,2652,1,28,11242,1,26,4342,1,19,5050,MY,0,9,260,198,6,5,5,7,7,5,7,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,20,1,2,1,10,1,10,2,1,3,Management ,0.8687572590011613,23,26,31,3,4,3,1,1,1
2,8,2458,3,21,3030,2,16,3732,2,20,3631,2,35,5031,2,38,2198,0,31,4988,1,18,3519,1,40,25596,3,14,4053,3,6,19637,3,36,29875,3,32,2486,1,42,6053,0,17,3954,1,10,3259,3,39,1900,0,9,3117,3,25,4858,0,33,5775,2,30,5389,2,37,2465,0,34,2242,2,26,3988,1,22,6408,1,19,4470,2,41,3145,3,1,22708,3,27,6725,3,4,6431,2,23,5073,3,15,3305,1,13,864,3,24,654,1,28,10099,2,5,2165,1,3,13491,2,29,10594,0,12,2662,1,2,6893,2,7,4805,1,11,5033,MY,1,106,278,257,3,5,6,5,2,7,6,1,2,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3,2,2,20,1,1,1,10,4,10,2,1,6,Economics,1.0760743321718924,28,21,24,4,4,2,1,1,0
2,36,2251,2,19,5197,1,9,4082,1,33,3694,2,37,1850,0,31,2408,0,5,4145,1,26,3282,1,27,8242,3,18,2162,2,2,8942,1,30,2704,3,21,2727,2,13,5062,0,10,3075,3,3,3797,1,6,2470,2,20,2580,0,40,4649,2,24,3193,1,28,2712,1,29,2191,1,7,2181,2,39,3564,1,1,9096,2,34,2664,1,42,4478,2,16,2983,2,25,4506,3,14,4430,2,35,2686,3,41,6342,1,38,3436,1,22,2332,2,11,5306,1,17,3434,3,8,2734,1,12,3519,1,32,14054,2,4,4312,0,15,2652,3,23,6691,MY,1,297,174,182,6,5,5,5,6,3,5,5,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,24,2,1,1,10,1,10,1,1,6,Electrical and Electronics Engineering,0.8391405342624854,28,16,21,4,3,2,1,1,0
3,38,2388,3,39,3042,3,35,4069,1,24,9324,2,5,4856,3,31,2066,2,19,5374,2,15,5022,3,41,5335,3,37,2565,3,22,2647,3,36,7990,3,18,6099,3,29,6820,3,27,4171,3,8,2467,3,9,2860,3,42,4634,1,34,12308,3,25,3645,3,14,4032,2,16,4091,1,33,2483,3,21,2935,1,32,7826,2,6,3536,3,3,4123,3,40,2833,2,4,4480,3,23,4023,3,28,4518,2,20,6155,3,11,2408,3,17,2175,2,7,10800,3,30,1861,3,10,2463,3,12,2381,3,2,11051,3,13,3335,1,1,8369,2,26,18560,MY,0,5,215,175,2,6,2,7,4,1,5,1,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,1,22,1,1,1,10,1,70,2,1,6,Multimedia,0.497677119628339,39,31,37,4,4,4,1,1,1
1,15,2120,1,10,4628,1,8,2587,0,3,16505,1,7,2056,1,2,9786,0,5,3033,3,39,1576,1,22,3502,1,12,2469,1,41,2128,2,32,1768,1,9,1616,2,11,6985,0,17,1626,1,14,2197,0,31,1417,2,33,1466,2,35,4129,1,27,2364,0,29,1518,2,18,2022,0,1,5880,1,30,2355,2,38,6376,1,19,2592,1,26,1799,1,36,2780,1,6,3340,3,40,2736,1,34,1982,1,16,5262,1,42,2130,0,23,2054,1,24,15129,0,37,1792,1,28,3518,1,13,2324,1,21,2547,2,20,2351,0,4,4580,1,25,3540,MY,0,465,154,106,5,3,4,5,4,5,6,5,4,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,17,1,1,1,3,1,10,2,1,2,Interior design,0.5830429732868755,11,13,20,1,2,2,0,0,0
2,42,3406,3,17,5340,1,15,3680,1,32,4642,1,35,13734,2,25,5128,1,40,3733,3,4,5046,2,39,6824,1,11,3591,3,2,8585,2,23,3090,2,34,4004,2,8,11760,0,33,3275,1,3,8830,2,20,3505,2,22,4588,2,19,18668,3,21,2214,0,26,3838,1,18,8806,1,16,4003,2,14,4995,1,31,12407,1,30,3378,1,27,2566,1,10,3125,3,36,3594,2,6,6328,1,13,2802,2,28,7276,2,12,3860,3,7,3837,1,41,4785,1,5,2559,1,9,9733,1,24,2102,1,38,2774,2,29,5520,1,1,11493,2,37,12664,MY,0,30,252,250,4,6,5,6,6,3,6,6,4,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,1,2,21,1,2,1,10,5,10,1,1,7,Law,0.6370499419279907,19,21,27,2,4,3,0,1,1
2,6,4644,3,27,1299,0,17,4013,2,14,4115,2,34,2517,3,38,2337,2,29,2673,3,30,2108,3,37,2705,3,23,1598,3,24,1857,1,4,3667,3,25,1104,3,15,8383,3,32,2274,0,9,3097,1,5,4029,3,1,19694,3,40,2662,3,10,3690,1,7,3815,1,28,4688,0,12,4004,0,3,6787,3,20,3960,3,42,1592,3,19,2188,2,31,3117,3,36,4009,2,8,5274,3,22,1869,1,35,4275,3,11,4778,3,18,4503,3,41,1689,2,13,2386,3,39,2212,3,21,2083,2,33,1800,0,2,13640,1,16,5080,3,26,2165,MY,0,74,171,152,7,7,5,7,6,0,7,3,5,7,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,20,1,1,1,10,0,10,2,1,0,,1.1666666666666663,28,29,34,4,4,4,1,1,1
3,20,2034,0,8,3964,2,28,3284,2,15,5978,3,22,1544,3,37,2984,1,12,2723,3,19,2696,3,1,14901,3,27,2269,3,38,1501,3,41,2339,3,42,1169,2,7,6699,1,3,5016,3,31,2055,3,5,2212,3,16,2728,1,18,4093,3,26,3112,3,40,1655,2,29,3123,0,34,3520,3,17,1982,2,9,6454,3,35,2313,3,6,1699,1,24,3777,3,13,2522,3,25,6278,3,32,1958,3,14,3718,3,36,1565,3,39,1365,3,23,4582,3,4,1813,3,2,9525,3,10,1945,3,30,2161,3,33,2746,1,11,3406,3,21,5140,MY,0,6,148,136,1,6,4,7,5,4,4,4,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,4,1,2,2,24,1,2,1,10,3,10,1,1,4,,0.7926829268292683,41,24,40,4,4,4,1,1,1
3,7,2500,1,18,1951,2,3,8657,0,31,618,0,1,16382,3,27,2268,2,11,12859,2,22,127421,3,4,12818,2,15,13160,3,2,9609,2,12,3762,2,14,2639,3,25,6976,0,6,6097,2,33,5236,3,35,5932,3,36,3578,1,28,20626,2,29,3292,2,20,4932,1,23,22749,0,5,9584,2,13,3976,0,34,10877,0,42,29570,2,37,22487,2,16,3484,3,40,4736,3,9,5504,1,17,12599,2,30,8091,2,21,3669,2,24,2417,1,8,21020,2,26,2938,1,39,5063,3,10,2626,1,32,17656,2,19,5569,2,41,4520,1,38,12443,MY,0,32,496,377,6,3,5,7,5,7,7,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,19,1,1,1,10,1,10,2,1,4,Electrical and electronic engineering ,0.9663182346109183,23,20,31,3,4,3,1,1,1
3,37,7049,0,28,3915,2,20,3535,3,42,4601,1,11,3223,3,41,2666,0,35,2588,2,33,3683,2,34,8667,2,25,2464,3,16,2900,1,12,3591,1,3,10349,3,9,5087,1,15,4159,1,27,5933,2,21,2961,0,30,2280,3,40,4579,2,7,3031,3,18,1415,1,1,40395,0,38,4130,2,19,5003,3,36,3266,1,8,3187,1,31,1752,2,22,2389,1,13,4410,3,39,3662,2,24,2318,3,6,5818,2,10,3180,3,5,4437,2,32,7350,2,26,1926,3,4,5509,3,17,3077,1,23,2765,3,29,3228,0,2,6799,3,14,2915,MY,2,4,208,141,3,6,4,0,5,3,7,5,5,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,2,21,1,2,1,10,1,10,2,1,5,Engineering,1.0830429732868754,29,24,26,4,4,3,1,1,1
2,17,3651,2,20,3714,1,41,4305,1,15,6986,1,25,5866,3,27,4762,1,33,5837,1,34,2594,3,10,5441,1,9,5155,3,2,12154,2,12,4758,1,19,4097,3,29,7213,1,24,4421,1,13,3497,3,31,2950,2,28,4896,1,11,7643,2,5,5263,1,37,3734,2,40,2689,1,7,6904,1,36,6147,2,8,15616,1,4,7328,1,35,5335,1,6,3848,3,22,4170,1,26,7556,3,30,5931,2,39,5636,1,42,3020,1,14,2990,1,18,5619,1,16,6159,1,38,5279,1,3,7987,2,23,3254,2,1,28569,2,32,3109,2,21,7097,BN,0,7,259,205,4,5,6,7,7,7,5,7,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,28,1,2,1,10,1,10,2,1,1,,0.583042973286876,19,21,28,2,4,3,0,1,1
1,16,2351,1,12,4097,1,42,3085,1,7,3680,2,29,2166,1,11,2334,0,30,3765,2,33,2521,2,34,2923,2,19,2761,2,6,2039,2,8,2356,2,32,1489,1,22,4200,0,21,2582,2,35,1927,3,14,3114,2,18,1868,0,1,6978,1,2,3697,2,41,1785,2,4,2108,0,27,1933,2,15,3696,0,26,4257,2,38,2335,2,17,2368,1,40,1811,2,9,4394,1,31,3616,1,28,2621,1,5,5030,2,25,9091,2,37,1863,1,10,6775,2,23,2097,2,13,3170,2,24,1638,2,3,4889,0,39,5135,0,20,3170,1,36,3856,MY,1,3,139,293,5,3,2,3,5,5,6,6,2,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,23,1,2,0,7,1,10,1,1,2,,0.6318234610917539,26,9,23,3,1,2,1,0,0
